time,price
1420070460.0,321.38052
1420070480.0,320.922641876
1420070500.0,320.261331222
1420070520.0,321.15616
1420070540.0,320.928924928
1420070560.0,320.269787133
1420070580.0,322.06247
1420070600.0,320.846848387
1420070620.0,321.7154
1420070640.0,319.633090145
1420070660.0,321.0389
1420070680.0,319.562342769
1420070700.0,321.044005
1420070720.0,321.04247
1420070740.0,321.55052345
1420070760.0,322.556910531
1420070780.0,320.522769955
1420070800.0,321.327340581
1420070820.0,321.58879
1420070840.0,321.583373484
1420070860.0,323.022560809
1420070880.0,323.324945645
1420070900.0,321.32278
1420070920.0,320.36893
1420070940.0,321.168626579
1420070960.0,321.605891314
1420070980.0,321.132335083
1420071000.0,319.71185
1420071020.0,319.381713788
1420071040.0,319.429148046
1420071060.0,319.915197991
1420071080.0,319.051012136
1420071100.0,320.03
1420071120.0,318.86085589
1420071140.0,317.848614222
1420071160.0,320.06792
1420071180.0,320.25397
1420071200.0,320.545808056
1420071220.0,320.144864795
1420071240.0,320.18875
1420071260.0,320.23949
1420071280.0,320.497963453
1420071300.0,320.92579
1420071320.0,321.285917944
1420071340.0,320.23326
1420071360.0,320.27956
1420071380.0,319.965193809
1420071400.0,320.611460001
1420071420.0,320.29816
1420071440.0,318.751924468
1420071460.0,320.94292
1420071480.0,321.13314495
1420071500.0,322.148045211
1420071520.0,321.976556695
1420071540.0,320.661814058
1420071560.0,320.47305
1420071580.0,320.797355732
1420071600.0,320.200452783
1420071620.0,320.002645963
1420071640.0,320.4259
1420071660.0,320.757637203
1420071680.0,321.970659524
1420071700.0,320.4118
1420071720.0,320.40364
1420071740.0,320.913931593
1420071760.0,320.20892
1420071780.0,321.255584006
1420071800.0,322.536274667
1420071820.0,321.611727982
1420071840.0,320.16648
1420071860.0,320.1573
1420071880.0,319.846459509
1420071900.0,320.217148039
1420071920.0,320.538490634
1420071940.0,320.709486055
1420071960.0,320.03194
1420071980.0,318.376772273
1420072000.0,317.852568086
1420072020.0,317.469482149
1420072040.0,320.13975
1420072060.0,320.014868645
1420072080.0,320.13759
1420072100.0,320.13127
1420072120.0,320.519539301
1420072140.0,320.11607
1420072160.0,320.12253
1420072180.0,319.661184721
1420072200.0,318.655542065
1420072220.0,319.71892
1420072240.0,320.127377292
1420072260.0,319.981069944
1420072280.0,319.06762517
1420072300.0,320.09891
1420072320.0,320.364317859
1420072340.0,320.10257
1420072360.0,318.833896665
1420072380.0,320.2667
1420072400.0,320.415300158
1420072420.0,321.038983455
1420072440.0,320.26831
1420072460.0,320.22437
1420072480.0,319.988991925
1420072500.0,319.393694494
1420072520.0,321.466096698
1420072540.0,320.21934
1420072560.0,321.179224171
1420072580.0,320.831951786
1420072600.0,320.369382187
1420072620.0,320.202122792
1420072640.0,320.937405928
1420072660.0,320.48157
1420072680.0,320.47673
1420072700.0,319.351426673
1420072720.0,319.706346325
1420072740.0,320.463521032
1420072760.0,320.45719
1420072780.0,319.701696445
1420072800.0,320.45489
1420072820.0,320.055919652
1420072840.0,319.92767
1420072860.0,319.92642
1420072880.0,319.92715
1420072900.0,320.725423691
1420072920.0,320.134382128
1420072940.0,319.51571
1420072960.0,320.248863691
1420072980.0,321.500369982
1420073000.0,321.008456531
1420073020.0,319.51617
1420073040.0,319.51633
1420073060.0,318.72910052
1420073080.0,318.663150609
1420073100.0,318.38936178
1420073120.0,319.609829643
1420073140.0,319.060429421
1420073160.0,319.32876
1420073180.0,319.991636324
1420073200.0,319.28615
1420073220.0,319.916101004
1420073240.0,319.294178054
1420073260.0,320.447543349
1420073280.0,321.052603019
1420073300.0,321.714749218
1420073320.0,322.033189751
1420073340.0,322.345351629
1420073360.0,322.898417024
1420073380.0,322.391949622
1420073400.0,322.314323531
1420073420.0,322.733844006
1420073440.0,322.074022357
1420073460.0,319.75863
1420073480.0,321.70635
1420073500.0,321.39564
1420073520.0,320.056287902
1420073540.0,318.164547231
1420073560.0,316.591498829
1420073580.0,320.28564
1420073600.0,320.41073
1420073620.0,320.215560041
1420073640.0,320.409225
1420073660.0,320.443872487
1420073680.0,320.41095
1420073700.0,320.942095
1420073720.0,319.96596
1420073740.0,319.4588167
1420073760.0,318.365091974
1420073780.0,317.166873682
1420073800.0,317.94848002
1420073820.0,316.616971833
1420073840.0,316.347384116
1420073860.0,315.135304361
1420073880.0,319.965785
1420073900.0,320.505273188
1420073920.0,319.96479
1420073940.0,319.965925
1420073960.0,319.803225
1420073980.0,321.294793336
1420074000.0,322.93548548
1420074020.0,324.101548006
1420074040.0,319.75172
1420074060.0,319.94402
1420074080.0,320.445163333
1420074100.0,319.99309
1420074120.0,322.407803753
1420074140.0,319.99247
1420074160.0,320.660746211
1420074180.0,319.10618
1420074200.0,318.35170665
1420074220.0,317.503459999
1420074240.0,318.95456
1420074260.0,318.95467
1420074280.0,318.95534
1420074300.0,318.95537
1420074320.0,320.333624254
1420074340.0,318.96005
1420074360.0,319.12868
1420074380.0,318.155383194
1420074400.0,319.29284
1420074420.0,319.26143
1420074440.0,319.305175
1420074460.0,320.119766259
1420074480.0,318.652177662
1420074500.0,320.96178
1420074520.0,319.254963655
1420074540.0,319.262015
1420074560.0,321.275882253
1420074580.0,321.319912718
1420074600.0,321.371442897
1420074620.0,321.143167549
1420074640.0,320.519678636
1420074660.0,320.61748
1420074680.0,319.242370248
1420074700.0,319.054668418
1420074720.0,319.21228
1420074740.0,318.89668
1420074760.0,319.371848136
1420074780.0,318.897192584
1420074800.0,319.590781167
1420074820.0,319.2161
1420074840.0,321.291651325
1420074860.0,319.2165
1420074880.0,318.214152463
1420074900.0,317.941896223
1420074920.0,317.25018369
1420074940.0,318.93032
1420074960.0,320.581065764
1420074980.0,318.92535
1420075000.0,319.462878055
1420075020.0,320.066842452
1420075040.0,318.31599042
1420075060.0,317.432321468
1420075080.0,318.928116667
1420075100.0,318.92942
1420075120.0,317.414460053
1420075140.0,318.92536
1420075160.0,318.92905
1420075180.0,317.519120478
1420075200.0,318.219799969
1420075220.0,318.92483
1420075240.0,317.136947075
1420075260.0,318.9411
1420075280.0,319.00817
1420075300.0,319.749342432
1420075320.0,319.25607
1420075340.0,320.96976
1420075360.0,320.721027475
1420075380.0,319.35445
1420075400.0,319.542651095
1420075420.0,318.437937448
1420075440.0,319.34831
1420075460.0,319.35412
1420075480.0,319.34794
1420075500.0,319.34902
1420075520.0,319.34794
1420075540.0,320.390757235
1420075560.0,320.140218531
1420075580.0,320.756919151
1420075600.0,320.343096256
1420075620.0,318.604733866
1420075640.0,317.880518806
1420075660.0,319.35335
1420075680.0,319.19124
1420075700.0,319.247215895
1420075720.0,318.945261839
1420075740.0,319.386425
1420075760.0,319.912192325
1420075780.0,321.038334216
1420075800.0,321.575335712
1420075820.0,323.023836924
1420075840.0,323.391189873
1420075860.0,322.156155982
1420075880.0,319.17686
1420075900.0,319.17613
1420075920.0,318.326410913
1420075940.0,318.601879506
1420075960.0,319.18016
1420075980.0,317.584532596
1420076000.0,318.376861448
1420076020.0,319.04332
1420076040.0,320.350373673
1420076060.0,320.345906226
1420076080.0,319.04293
1420076100.0,319.04279
1420076120.0,318.833892977
1420076140.0,319.01693
1420076160.0,319.04372
1420076180.0,318.366453341
1420076200.0,319.07305
1420076220.0,318.109682704
1420076240.0,317.315015982
1420076260.0,318.644243713
1420076280.0,317.048988258
1420076300.0,319.07897
1420076320.0,319.358800574
1420076340.0,318.590744595
1420076360.0,319.07288
1420076380.0,318.206776457
1420076400.0,319.07897
1420076420.0,319.333193973
1420076440.0,319.07903
1420076460.0,319.185581912
1420076480.0,319.07459
1420076500.0,319.784353907
1420076520.0,319.07839
1420076540.0,319.631915525
1420076560.0,319.07401
1420076580.0,319.298626606
1420076600.0,320.79263
1420076620.0,320.806153575
1420076640.0,319.019215
1420076660.0,318.511898453
1420076680.0,319.13136
1420076700.0,318.91352
1420076720.0,319.47994066
1420076740.0,318.91123
1420076760.0,318.91092
1420076780.0,318.955666356
1420076800.0,319.344159565
1420076820.0,318.91175
1420076840.0,317.726218398
1420076860.0,317.320941309
1420076880.0,318.486250242
1420076900.0,318.275271089
1420076920.0,318.96802358
1420076940.0,319.348175532
1420076960.0,319.511409769
1420076980.0,320.505549026
1420077000.0,320.150270427
1420077020.0,318.276556354
1420077040.0,318.73934
1420077060.0,320.65294
1420077080.0,318.66533
1420077100.0,319.122349059
1420077120.0,318.917932394
1420077140.0,318.96341
1420077160.0,318.95899
1420077180.0,318.96525
1420077200.0,320.54189
1420077220.0,320.605253567
1420077240.0,318.97649
1420077260.0,320.53352
1420077280.0,319.954217343
