priceDiff1,priceDiff2,priceDiff3,priceDiff4,priceDiff5,priceDiff6,priceDiff7,priceDiff8,priceDiff9,priceDiff10,priceDiff11,priceDiff12,priceDiff13,priceDiff14,priceDiff15,priceDiff16,priceDiff17,priceDiff18,priceDiff19,priceDiff20,priceDiff21,priceDiff22,priceDiff23,priceDiff24,priceDiff25,priceDiff26,priceDiff27,priceDiff28,priceDiff29,priceDiff30,priceDiff31,priceDiff32,priceDiff33,priceDiff34,priceDiff35,priceDiff36,priceDiff37,priceDiff38,priceDiff39,priceDiff40,priceDiff41,priceDiff42,priceDiff43,priceDiff44,priceDiff45,priceDiff46,priceDiff47,priceDiff48,priceDiff49,priceDiff50,priceDiff51,priceDiff52,priceDiff53,priceDiff54,priceDiff55,priceDiff56,priceDiff57,priceDiff58,priceDiff59,priceDiff60,priceDiff61,priceDiff62,priceDiff63,priceDiff64,priceDiff65,priceDiff66,priceDiff67,priceDiff68,priceDiff69,priceDiff70,priceDiff71,priceDiff72,priceDiff73,priceDiff74,priceDiff75,priceDiff76,priceDiff77,priceDiff78,priceDiff79,priceDiff80,priceDiff81,priceDiff82,priceDiff83,priceDiff84,priceDiff85,priceDiff86,priceDiff87,priceDiff88,priceDiff89,priceDiff90,priceDiff91,priceDiff92,priceDiff93,priceDiff94,priceDiff95,priceDiff96,priceDiff97,priceDiff98,priceDiff99,priceDiff100,priceDiff101,priceDiff102,priceDiff103,priceDiff104,priceDiff105,priceDiff106,priceDiff107,priceDiff108,priceDiff109,priceDiff110,priceDiff111,priceDiff112,priceDiff113,priceDiff114,priceDiff115,priceDiff116,priceDiff117,priceDiff118,priceDiff119,priceDiff120,priceDiff121,priceDiff122,priceDiff123,priceDiff124,priceDiff125,priceDiff126,priceDiff127,priceDiff128,priceDiff129,priceDiff130,priceDiff131,priceDiff132,priceDiff133,priceDiff134,priceDiff135,priceDiff136,priceDiff137,priceDiff138,priceDiff139,priceDiff140,priceDiff141,priceDiff142,priceDiff143,priceDiff144,priceDiff145,priceDiff146,priceDiff147,priceDiff148,priceDiff149,priceDiff150,priceDiff151,priceDiff152,priceDiff153,priceDiff154,priceDiff155,priceDiff156,priceDiff157,priceDiff158,priceDiff159,priceDiff160,priceDiff161,priceDiff162,priceDiff163,priceDiff164,priceDiff165,priceDiff166,priceDiff167,priceDiff168,priceDiff169,priceDiff170,priceDiff171,priceDiff172,priceDiff173,priceDiff174,priceDiff175,priceDiff176,priceDiff177,priceDiff178,priceDiff179,priceDiff180,Yi
2.796629269,-0.813786255,0.08445043,-0.517226313,1.622872932,0.628692951,-0.320062549,-0.61929303,-0.766489613,-2.727572727,-0.33339361,3.225321529,-1.048711379,0.498332939,1.974431077,2.365650245,2.364440595,-6.153583477,-1.372050757,-1.305258002,2.683778759,-0.352103234,-0.136300077,1.412052415,-1.559036557,-0.667234109,-1.214663741,0.166198475,1.144764575,-0.14758718,-0.394504862,1.742124295,0.445731833,2.379975447,-2.82036728,-1.000328599,1.001308599,-2.441430878,-2.236798128,4.678459006,1.818223451,-0.514784443,0.35826813,-1.93764722,0.733187513,-0.810238904,-0.171302258,-2.341127472,-1.246376838,0.31691033,2.526466959,-2.159851889,0.456193976,2.610738665,-0.888640736,1.586015694,0.505746928,-4.204444524,-0.472831328,2.829526062,0.690494888,-2.422594372,4.192267388,0.404317372,0.154929161,-1.331922202,2.695997761,0.599625126,0.043876871,-0.59822214,1.190087577,-0.601242518,-2.762847008,0.00139000000001,-0.4140338,1.144681434,-0.731857634,-2.564596779,-0.170911576,2.427392038,0.278216317,4.239363858,3.693244054,0.665725523,0.786987989,1.597506207,-0.270600494,0.429094671,-0.437030103,0.674973988,-11.433215693,2.29289436,0.74733346,1.399480887,-1.216460374,2.359540177,1.796788949,-7.675967459,-2.70011856,2.80035856,0.457280515,-0.041024087,-0.415456428,4.729484992,-4.730104992,9.99999999749e-05,0.309060012,4.957663291,0.524275238,-2.37409518,-3.533063361,3.123601943,0.224361255,-0.907898311,-3.004304887,-2.196385627,0.582716357,-1.355583313,-2.929152238,1.332120128,0.026680277,3.818784754,-0.692116013,1.883355675,-1.97325757,1.97297757,0.500417509,-2.892913869,-1.738614111,0.538205686,2.84514693,-0.472872145,-0.029071357,-2.078145899,0.781162732,-0.632241732,-0.035673744,1.297292428,-0.421655524,-1.858470378,0.295672164,-0.052413785,-2.497775796,3.498370891,0.000139999999988,0.00124,-6.117842806,1.674360541,1.655469619,-0.890465747,1.15288963,1.365528453,-2.185715325,1.321121112,-0.378306328,-1.514244302,3.917125153,-0.557831423,3.051429034,-1.984003917,1.439245415,1.5762612,-3.516545309,-1.206839812,1.205764812,4.356987531,-4.357247531,-2.99999999811e-05,-2.422770251,2.423230251,-1.184215609,3.202905945,-2.018010336,-0.313091533,-0.703609831,-0.726533556,0.155649132,1.586915788,-3.160115987,-0.510860441,-3.226118198
2.090548278,-1.84814,1.032348445,-1.021488445,3.294157146,-3.293417146,-1.488125042,1.317983356,-0.153129905,5.490224146,-4.634352555,-2.294730159,0.345784087,1.953256072,-0.00177000000002,-2.0910888,2.2936488,-3.40172674,1.403202743,3.996354711,-1.125451293,-0.736302308,1.091052601,0.452516695,2.344602786,-2.003354561,2.878755724,-0.283750868,-5.20185949,1.48247,0.182311738,-1.662411738,-1.542936985,2.535411288,-0.990661529,-0.863077868,0.616235094,-3.053325123,-1.676195532,0.745854832,-0.331807747,-3.23379265,-0.062931765,7.540517985,-1.050841877,-1.863943395,0.077323282,-0.038154136,-0.061216153,3.212132279,-0.445836621,0.89433022,-0.187093599,-0.977687358,0.726427358,1.394807587,-1.16139063,-0.563506957,-2.076312004,-0.973977381,3.317619385,-1.813798913,0.629130632,-3.742215004,-0.529547232,1.936162301,-2.488335106,-1.970676617,-2.552991593,0.409481942,2.731878672,-2.12923846,0.36157556,-0.511749476,1.62739464,8.454678654,0.067858257,0.195231743,3.955983101,0.327100828,-0.747487622,-2.77870821,0.220977345,2.012572663,1.673604902,1.330797447,-0.16496894,-1.983451865,-2.027461947,1.021627687,1.927303969,-3.177704358,-1.340071586,-0.068873414,1.54132,2.571848505,-3.849428505,-0.21996,1.262958575,-1.405832791,-0.087992202,-1.94136865,1.671383093,0.457371975,-0.663746572,0.796221572,0.23652784,-0.10539284,-0.418297763,0.889614817,-0.471307054,0.36647638,1.277282362,-0.974723688,0.698036096,1.724294498,-0.37156554,-1.272840336,-0.599316331,-1.54155743,1.55041292,1.093041217,-0.105012957,-1.833587191,-0.467790534,0.472660534,2.53809,-1.947309223,-0.591860777,-0.508181877,0.134946506,0.748816228,0.43339048,1.404115718,-3.002975897,-0.833155356,1.336329742,0.286914456,1.632262722,-1.632422722,-1.16276503,1.27307003,-1.731446443,1.841401443,0.0,-4.174177783,-2.114794964,-0.91017395,8.040126697,-0.01347683,-0.40701317,0.938143908,0.422660314,-0.639294222,-1.19673,-0.556128661,0.610858661,-0.04985,3.050035933,-1.38453373,-1.307336143,-0.30831606,3.65493,0.2095,-1.809893262,0.952261129,0.225182133,-2.008139187,1.970471803,-0.542542616,0.123944463,-3.285322958,-2.569743595,6.06571209,0.36463,-0.998582233,0.785902233,-0.607535986,-0.767980772,-1.26320344,2.264609227
3.377225141,-0.12875,0.64211375,2.195419114,1.408782408,-4.971175272,-0.602354415,-1.341818543,1.497309924,-0.335851303,-1.038893335,1.820057672,0.158165727,-0.171665727,1.332839415,1.464710575,-2.067622989,-3.802673641,3.08141664,2.199184967,0.298977634,-0.513822688,-2.708472055,0.724162142,-0.323324565,0.303054565,-0.95606857,0.176325733,0.769592837,1.696940284,-1.697110284,-0.9022868,0.836435778,0.05884808,-0.013587058,-1.807791661,0.688991768,1.108759893,-1.646755588,-0.529794797,3.309499641,0.841649828,-0.026768589,-0.208916374,2.816810891,-0.01845551,-2.881611067,-1.606988435,-0.195160425,0.186730425,-1.698824961,1.700354961,-0.44528671,-1.969266645,2.414788355,0.010365,-1.261739063,-0.877509169,-0.011396792,2.160835024,-0.000210000000038,-1.869408839,-1.879040153,3.736918992,-4.351504865,4.352404865,0.00454000000002,-0.00319999999999,1.126962549,-2.314735564,1.188293015,0.00620000000004,0.000479999999982,-2.878935957,2.879515957,1.9236691,-1.9335291,-0.175883418,0.165203418,1.69287115,0.411986962,-4.228338323,2.491047994,-1.132669141,2.382769472,1.282258862,-2.420125116,-1.585350088,-0.418033535,1.485351763,-0.00799999999998,1.546005569,-3.299285569,0.000169999999969,0.0707218920001,1.003388108,-0.095909514,-3.281151305,0.636140819,-2.834218237,-2.337165517,3.151383754,3.72058,4.328415403,-4.329285403,-2.687664729,2.688344729,0.370699913,1.16007436,-2.337982837,0.626818564,-1.106,3.370331159,-3.869141159,1.216733588,-3.201475424,0.154287888,1.931730041,-0.169514308,2.508722328,0.338717669,-0.517125497,-3.653768645,3.052581679,-1.653519319,-0.326131453,1.64448101,-2.275835235,1.158875678,-2.012183276,-0.045896396,1.439380466,0.408689206,0.963525139,0.690186188,-1.982617955,0.336576628,-4.41436295,4.41365295,3.929321846,-1.24369513,1.718776331,-4.403783047,2.615885844,-0.178853939,-2.685780922,3.740100015,0.71829534,-4.051071748,2.08488135,-0.268336505,-1.348539435,0.00599,-1.270388651,-0.053701349,-3.62734535,-1.09142967,-1.728260357,7.138895377,0.447751448,0.00189255100003,-5.437449479,0.587269155,2.223956639,1.142150792,-1.188342787,-0.304541491,1.089070178,-4.894949276,6.33284227,0.786612671,-0.546232045,-1.263733316,1.01550269,0.00216999999992,-1.125336881,3.46179152,-3.844779557,1.952508443,-0.221613525,-2.435232305
-0.912564376,0.618384038,0.106418679,-2.581496686,1.383362486,-1.501607513,3.818954854,-3.707413758,1.816445303,-1.829914825,-0.923359785,1.169781396,0.545422738,0.155173272,-0.283211886,-1.919950867,-1.874868738,-1.245092345,0.432930457,0.032166189,-0.876404304,6.086371173,2.43821672,-0.788438534,-1.21291728,-0.404023084,1.192871633,-0.130778479,1.435423571,1.78081382,-0.060086342,0.342604417,-1.213355099,-0.269090747,1.866543129,1.115955414,-0.159515017,-0.398399283,3.676725854,5.773829947,1.594568636,2.913914511,2.287462958,-2.045690403,2.25745468,0.732484406,-1.75444945,2.862039883,-1.551761773,-3.894375168,-1.041842704,-1.368840587,1.503826537,-2.044490109,0.924052744,-1.881166281,-0.479064252,0.318740774,2.498106934,0.023706214,0.383260295,1.392345414,2.319751801,0.69676771,0.312221233,-0.239702783,-1.296720366,0.482730471,-1.032077224,-2.787848406,0.421766861,2.705332148,-0.729473123,-1.820939354,-2.917237559,0.58052548,1.320064765,1.17005593,0.846379579,1.138783272,-2.960763875,-0.240752768,4.167183264,1.14592566,0.076034351,-1.023354751,0.084841995,2.420430234,0.278152974,0.617382725,3.177703242,-1.577475826,-0.134270901,-1.044493844,0.755426325,-2.700829741,2.324573721,-0.457220169,-1.126930913,-0.40854732,3.944722282,0.880617682,4.382389951,-1.194279919,-0.901018202,-0.818327049,-1.464287209,1.438171704,1.08130525,0.692718293,2.834813178,1.229159113,2.48684645,0.117050913,3.213555729,-1.991762678,0.154276343,-0.572816552,-2.004567596,2.019063401,-0.998804483,1.130467691,-0.419948658,0.203278728,-0.104764409,1.644547999,-0.344048338,2.174585949,1.224346917,0.288725487,1.271711319,0.885904535,1.03058482,-4.310360191,-3.968882856,1.982730209,-0.678032868,1.291558547,-1.687472994,-0.371551819,-1.601704272,2.897406458,-1.608759645,0.737446199,-1.328525329,3.13158681,0.704955623,0.48092928,1.706731462,1.151931212,3.129062932,0.997768908,1.093476102,-0.605538607,0.156192536,-1.372624119,3.383450442,3.037945113,-0.393244694,-3.142932869,0.588888148,-1.508588479,-2.642064787,1.640919309,-0.25602139,-0.820011585,-1.228602227,1.60260695,-0.20712366,-1.876928745,-0.590264715,3.470909609,-1.853093492,-0.791936943,2.667841355,1.795550159,-1.138285513,-0.410143011,-3.123033394,-1.79564882,1.29499959
0.287868398,0.591762687,-1.833205521,0.268828897,-2.409672426,0.053339112,3.117602689,1.210669851,0.95731846,-1.502404846,-1.225837301,0.268418006,0.167919515,-0.667393844,0.443049121,-2.008291905,-0.816078095,-2.076646187,1.61894102,0.653452369,-2.244820595,0.671549453,-1.260018362,-0.185163877,-2.385389098,0.533424366,0.124637112,-0.052925463,2.973719721,-2.786581385,0.79132719,1.006805397,1.245945026,-0.460595857,1.2420681,-1.660841928,-0.174545235,-1.643945117,1.332972014,-1.294033455,0.250883826,-0.868750464,-0.588489374,-1.036336144,-0.603040027,-0.15063244,10.623496616,3.048449012,0.749700953,0.934933933,0.449411998,-1.433808265,2.304499482,1.633215334,2.474225258,-2.157903913,-4.262074556,0.036296301,-0.352411024,0.00264538799996,0.239918351,-1.453658082,-4.91597155,0.753750886,1.502709797,-0.531287323,-0.309717125,2.9634919,-0.010504527,-0.691660329,1.304674084,-0.874765771,1.995903128,1.059251949,-0.852919017,-0.692771282,0.312520087,-2.43830633,-3.112149393,-1.217225577,-1.781696029,0.307012801,1.111327966,-1.738908937,0.395364552,6.26722587,2.210960577,1.328678061,-0.352610708,-2.49742532,-2.593495973,-0.00324584700002,1.002534197,0.524046319,0.423522424,-0.950621264,-0.440688004,-0.774261566,-0.810117244,-2.454602502,0.391903296,-1.970442746,0.62057635,-0.136474262,-1.104207163,4.920316513,3.494517226,-3.917036062,1.876216037,-1.388384273,2.152098195,-4.294283143,-1.327284917,0.236052473,-3.365155317,2.977637396,-0.844676167,1.495111549,-0.89462467,0.267953355,-0.273704897,1.328109076,1.556493348,0.527121193,2.963653282,2.826262751,0.685693027,-2.9505546,0.965858649,0.899519236,-3.391074992,4.621523081,-2.470659891,1.653753194,0.036572483,1.237047765,2.029897504,3.12226503,-2.449985919,-0.139063533,0.208536662,4.456500209,0.742976356,2.251382982,1.493180228,-0.968806604,-3.814448055,1.698524088,-1.485110697,-12.455657776,-0.90570335,-2.42433665,-0.537177443,2.325353816,-5.437048111,1.934932474,0.664627324,5.721525791,-2.650714994,2.494281143,-0.695179018,-0.756182471,1.506941489,-2.105526644,-1.11900727,1.87435885,-1.3348394,-0.846695732,1.397947801,-2.21834919,-3.066292724,-0.720544585,-1.322890406,-1.489183258,0.287461716,-1.163354537,0.649371586,1.086542081,1.527131423,2.461313473,0.328335929
3.981336269,1.817700465,0.510777084,-0.452896157,-0.056320927,0.632373853,-1.363781497,2.752324199,2.583043801,-1.044629862,-3.596460895,-1.604746318,-1.602739605,1.605756661,-1.048718209,-2.261996814,1.49680418,-1.358991527,0.045138456,-1.571290766,-1.149746701,0.323589624,-1.51713018,-0.984570646,-1.797874787,-2.062841569,-0.417788598,1.615438343,-1.574759219,-0.433300583,-3.080188855,4.275409333,-2.519438184,-2.260788204,3.48537747,1.391566401,5.253707748,-0.577407913,0.060080246,-1.381792587,3.182694268,1.597671717,-1.893254396,1.622447865,-0.65501142,0.093294156,-0.028936991,-3.453591001,9.225749006,-2.063963832,3.590194076,1.064742272,4.250783405,1.011774833,-7.855290754,1.392714874,-1.891724879,3.110444289,1.052859095,-2.687546837,0.445428786,-0.882361403,-2.484113925,3.022369488,-3.313933225,-1.349582067,3.487417501,-1.784464087,0.082401225,0.166949907,3.673796725,-2.991097887,0.809776065,2.197746562,1.435785661,-3.499295868,0.00689999999997,-1.580066876,0.215177323,1.460190741,-1.560188452,-1.837949827,0.41595056,-0.143846296,0.557989691,-0.915032705,-0.952886377,0.864209302,5.924002916,1.463690223,3.150031604,0.871273686,-0.433987028,-7.503678485,0.538413025,2.260673875,-2.377554627,-1.985652911,-3.065027771,4.626718409,0.000759999999957,0.000349999999969,0.00159000000008,-4.817983577,-1.027242602,5.851566179,-4.545822968,5.509047968,-0.970805,0.00738000000001,5.973538098,-5.975588098,0.044428834,-0.058362857,0.658191954,-0.641227931,-0.398049142,1.013872058,-0.148564482,-0.475458434,-2.571139649,1.327208903,-1.755679849,-2.742018332,-2.987421508,8.737000435,3.833877572,0.788965693,1.473264802,-2.167379713,0.902753499,-4.831171853,2.233241399,1.496867105,2.078750176,-0.331936153,-2.633470404,-0.415465611,-0.739705641,-2.749658344,1.052127473,-3.263872477,-0.892916401,-2.967823689,-0.975123652,-0.180356263,-1.588287815,-2.329094815,-0.199032316,-0.685347755,3.591405869,1.041403974,8.44956534,0.43757397,1.602695394,-2.036949364,1.211139592,-1.214969592,0.312263344,2.687451539,0.458720214,-0.704463666,-2.754991431,2.33110186,-0.561416769,-2.103723928,-1.059776994,1.394275831,1.826321912,1.635450527,-2.474576541,-0.977505898,0.545281634,0.899778564,-0.480145518,2.08252532,1.770552348,0.115848624,0.609737102,-5.544268074,-0.525249478
-2.434862333,-0.119551319,-1.631137608,1.630567608,-0.613081663,-1.783779129,1.226555487,1.634129083,0.064140918,0.406868998,-0.20631694,2.128533188,1.954297613,2.326629745,-7.1381473,-0.868258502,0.862478502,0.019137125,-1.305416249,0.118870129,1.164928995,-0.00060000000002,4.67189607,-4.66301607,-0.000579999999957,0.836121887,-0.467049907,0.99326974,-1.37024172,2.38501641,-0.499875633,-0.599549258,-1.285051519,0.00799000000001,-3.955908553,3.947588553,0.00150000000002,0.235957176,-0.49331512,1.223224611,-1.852054754,-0.986920781,1.328223271,1.632406,-1.081755403,-2.425516569,-2.30307066,1.669583165,-0.877701314,1.589252481,-0.588370087,2.196186866,0.806354991,1.193273673,1.364021617,-0.707619973,-1.587174947,-0.333014243,2.107195443,2.612935031,-1.690936792,0.381472109,-3.417945791,0.591686662,-0.591726662,0.271471158,-0.047043241,-1.503835705,1.287137788,-0.00927999999999,0.00130999999999,-2.652221472,2.642881472,-0.52162197,0.190493625,0.331508345,0.540738864,1.091863526,1.217189599,1.746774497,-2.164931877,0.933088502,-3.357603111,0.178854583,-0.186074583,1.031743936,-1.226043936,-2.443340382,-2.848563294,2.972438946,2.25188473,-0.00718000000001,-0.00556,3.141609924,1.679457224,-1.005729444,3.019270849,1.319539137,-8.12316769,5.286110209,1.796619103,-2.504697556,0.470553025,-4.964724781,2.233639972,-2.234119972,4.439070913,-4.437490913,-0.572182926,0.825370168,-0.13369803,-0.196229212,0.00177000000002,-2.756150903,4.041870903,3.707520243,-4.955180243,-0.13748,0.267483099,-1.253916085,0.620450391,-3.056094728,-3.21630672,6.969999043,-1.18417278,-0.805577369,-0.671280869,1.372706018,0.991341808,-0.149831808,-0.00704999999999,0.521458687,-0.981741174,-2.600051315,-1.808482006,2.795197944,-1.781511578,-2.495833736,0.180548939,1.030542574,4.305411665,0.068194575,-0.94285592,-1.774763774,0.135736585,-1.906393565,2.877340497,1.547901602,-0.6564,0.855424702,2.926564211,-2.366678913,-0.75504,-3.13846259,1.854210348,0.712063679,1.599867111,0.908124234,-1.526930366,-0.416612416,-2.898266511,1.998156511,1.34486918,0.387835851,-2.568125031,2.48215,0.000490000000013,4.451558779,0.061179977,-4.513038756,1.222205,-2.204444243,-0.258600757,-1.179456016,-0.438106203,4.737483278,1.170182434,-3.418788493,0.370625,-0.7492,0.430968627
0.099034379,0.931985831,-1.048638413,0.344560078,-1.28487782,0.730294735,1.393903784,-0.389947135,-0.177524396,-1.355210214,-1.589739694,0.303637221,2.014383441,0.328802562,-0.53429693,0.381100167,-0.188195799,-1.828285541,1.877002603,0.54815168,-0.566368742,-1.303567058,0.784676371,-0.545500023,1.477100437,-2.916196034,2.503036307,0.00156999999996,-0.000159999999994,0.615027351,0.51133726,-0.749914291,1.564749707,1.55697243,0.592673515,-4.108115972,-0.265793126,0.266643126,-0.00328999999999,2.00226088,0.421240039,1.363675063,-3.775965982,-1.406958969,0.934294157,0.481984812,-0.916740474,1.187313384,-1.830564717,0.509066993,-0.21046028,-0.726779409,1.326036328,0.522997278,-2.208922225,4.071445358,-1.742132236,2.046573734,1.871049812,-1.995035652,0.970205587,-2.895893481,-2.282192607,1.532899464,-0.434920203,2.578704104,0.56413722,-0.904081428,0.075242241,2.046227216,-3.174056007,1.594834894,1.327120999,-2.626033494,2.425084264,-2.723986663,1.28341784,0.161438767,-1.442376607,1.407241562,0.647118353,0.258263328,2.220198179,0.325024619,-4.859836041,0.00138000000004,1.654194037,-1.145220929,-0.519083108,-2.538256945,2.547096945,-1.583015275,0.780518678,0.166452503,-0.093038098,-0.023352714,-0.812612274,-2.851908768,-0.605197729,0.385127725,4.641705952,-2.16693014,1.476089602,-0.178647167,1.11975476,-2.09953372,0.480307701,1.377553964,2.230249543,1.0611234,1.544003201,-4.837451144,-1.608047878,0.526736345,2.4708364,-1.386574867,-0.00341999999995,-0.873515,0.348490052,-0.86845391,0.2605905,-0.751051642,1.86682,-0.00137999999998,2.082669921,-3.948119921,1.85317,-1.438269649,0.541273888,0.223191355,-1.243692966,-1.428384444,2.691616275,1.075376539,3.540607667,-2.796316154,3.76001962,3.929007522,-3.213018481,-0.994976435,-4.677394737,0.554965666,0.967647672,-0.764682809,0.872065018,-2.032917915,2.784759395,1.573400792,-3.876757819,-1.455547898,-2.497801885,0.408366462,-1.624723459,5.16387678,1.068788787,1.131594188,3.090729191,-5.301592166,-3.279968681,2.604836016,0.479112942,-0.36241697,0.536606693,0.00193000000002,-0.205113436,-2.308043647,-2.05468537,0.47065038,-0.566254403,-3.270716223,2.243825143,4.148344282,-4.034851262,3.136089941,2.046245205,1.237046455,-2.307649556,-5.610963804,7.016596295,-1.354091766,-1.41756279
-3.45528144,2.550954589,0.903726851,-0.448905399,3.181143206,2.527125511,-0.187453039,0.828699817,-0.155061698,-1.237306752,-4.502851646,-0.24054581,1.024865311,0.427609945,-1.209699446,-0.00193999999999,0.20073936,-0.19926936,0.000190000000032,3.47128165,-1.186471117,-2.293270533,2.641996192,2.170726345,-4.811362537,3.474031627,-1.955115756,-3.334679375,2.017708504,-3.790278972,3.052118972,1.025064739,-0.919145698,-0.152200216,-2.42968097,-2.553844654,-1.679526214,3.792666091,-4.201752105,-1.54952895,2.038707494,1.650051328,0.271478884,1.304726114,6.441819157,1.424019996,0.268893544,-1.710913036,0.000834495999982,-1.308528668,-3.587913607,-2.268708143,1.470720025,-2.125646615,0.516065906,7.280986102,2.756788046,0.141011767,-0.097007481,-0.928579458,-1.883862874,-3.851306702,2.113517731,-3.528279042,0.103464473,0.027886224,-1.286033507,-0.562933386,0.369055356,-2.517883856,-0.361619222,-1.068076641,-0.082822505,0.655781471,-2.374549851,0.890891382,0.059385588,0.971126173,10.380276314,-0.312283742,0.303773742,-1.474398359,-1.818662365,-5.656823904,0.215124597,1.035364654,-2.845437392,10.524772769,0.01399,0.970182703,-0.503448845,-2.063980894,-1.895508363,3.958005399,-4.238484806,1.070463506,-0.36866203,2.528188307,0.383115911,-0.790296463,2.565377607,-3.664180989,1.176903418,-1.254218112,-0.168655485,1.228677391,-4.704267693,-4.844514961,-0.579672552,-0.653987305,-1.798645111,-0.172471578,1.693609982,0.474903617,0.60553441,-1.2507107,0.085882607,2.604703381,1.554524456,2.292519917,6.133673275,0.513679611,-0.895645408,0.371365797,-3.817498006,-1.639831723,-2.651462876,8.076212605,-2.671402992,2.5562608,-0.722258808,1.509621856,-0.533430856,-3.778023517,-1.922003084,0.570204755,-0.864461653,0.326660281,1.535609922,4.111943296,-1.810248605,1.800028605,-0.01402,-1.695528221,1.945055639,3.712545413,-0.742035217,-1.097889835,-2.140167779,2.619688677,-0.528147753,-0.693267809,-0.0791561940001,-0.779637222,1.511518872,-2.051667619,-0.014510952,1.758677968,2.756733103,0.621993102,-3.21589063,-1.942753543,-1.081044703,-0.065454034,1.687942795,-1.169214382,-1.280693992,0.455093615,1.402710701,-0.164998772,-2.431401272,-0.627308475,-2.622951351,0.755656186,2.276772197,-0.550487701,3.022812354,0.127725209,0.726174365,0.621289144,0.030946668
1.581764798,5.465661387,0.16233442,4.660699047,-11.872329652,-3.38174,3.387025,0.489207998,0.442530993,-0.919856579,-3.568526058,-2.729656557,9.879275203,-1.91766174,-0.276964595,1.121036335,0.70995172,0.367547818,2.563071856,-3.678141394,-0.259765347,0.080488322,2.417323351,2.611211217,-1.155801552,-1.336292442,-2.103647259,-0.472372339,-0.474593951,-0.274067558,0.65591596,0.0166749959999,0.618439878,3.011421215,-2.098524757,-1.899508431,-2.412929877,-1.48687991,-0.198353375,-0.877932484,-2.602157619,-0.782774465,1.771620131,-3.457048644,9.76678494,1.461537635,-1.054959599,0.634880442,2.719797771,-2.931186706,0.083580457,-0.449965021,-0.173984946,-4.462370228,5.086310195,-0.00208000000003,0.665674235,1.511405039,1.868413596,1.600505827,-0.405513262,2.353110348,-0.351557818,-3.259544941,1.41432443,-5.394347454,0.00730999999996,-1.982525972,-2.821394234,0.575908725,4.224761481,2.149910488,0.270479222,0.457188041,-2.306398905,-1.170479128,0.307107227,-1.896355631,-1.509547065,1.245958927,-0.232740543,0.527537167,-1.424669291,0.97800094,-1.049134299,-0.156457654,-0.499768681,2.394808697,3.182310488,1.05312,1.460578138,0.976804685,1.753753961,-1.222695185,-1.119064373,3.874468203,-1.088385922,-7.214109507,0.812533775,0.83246798,-4.26683748,2.401586401,-3.669076911,2.409306235,1.085330865,1.934907281,0.540262161,-1.79833354,0.706022231,0.064149696,-0.295728266,-2.494223327,0.485102899,0.713419598,-0.671150957,0.820577201,1.898656145,-2.758751987,2.583079954,0.663529483,-1.227546974,-2.195524468,0.979317055,1.260078642,-1.875023472,-0.08185022,-1.188041953,0.372913441,-2.764818229,0.499525591,3.06340115,1.098797711,-2.71766128,-0.324902763,2.132512189,-0.33157153,0.442169755,1.897838708,-2.19685279,3.009604786,1.397417106,-2.335114827,0.094771716,1.951065474,1.096395293,-5.197319548,2.186326515,2.738330901,2.540906141,-2.301632631,1.054031495,-0.993723472,0.08877872,-5.320687669,-1.698209614,-0.152821962,-2.022103727,-3.418081875,-4.143725719,0.060985979,-0.807496133,-0.012804154,0.951544188,-4.415715788,0.996192616,-0.787089976,-1.876549243,-0.930291082,-0.500349868,-0.580564193,-3.691878148,-0.767668189,-1.610402983,0.803867148,3.05123557,-3.589318169,2.043849842,1.177449269,2.544700246,-1.201739934,-1.492169382
